Дата проводки,Счёт (наименование + ИНН),Сумма по дебету (RUB),Сумма по кредиту (RUB),Банк (условный БИК + наименование),Назначение платежа (детали),Риск,Причины_оценки_риска,Примечание
2025-08-24 19:06:21,"ООО ЛАБСЕРВИС, ИНН: 7808009008","277,469.70",,"Россельхозбанк, г. Москва (БИК: 044525100)",Оплата по договор №683/2025 от 12.08.2025; счет-фактура №2778; ТТН №991; назнач.: оплата поставки; дата/время проводки 24.08.2025 19:06; счет-фактура №2778; ТТН №991,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-24 19:39:35,"ИП НИКОЛАЕВА С.А., ИНН: 3402001202",,"104,060.90","Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)","Перечисление заработной платы, период: 08.2025; ведомость №22; дата 24.08.2025 19:39",Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-24 19:40:02,"ООО АГРОСНАБ, ИНН: 2301001101","263,630.78",,"ВТБ, г. Москва, Головной офис (БИК: 040349700)",Аванс по договор №604/2025 от 16.06.2025; счет-фактура №5343; назнач.: аванс; дата/время 24.08.2025 19:40; счет-фактура №5343; ТТН №556,Средний,advance_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-24 19:48:33,"ООО СБОРКА, ИНН: 7806001606","166,534.86",,"Сбербанк, г. Екатеринбург, Уральский филиал (БИК: 045004641)",Оплата по договор №824/2025 от 06.06.2025; счет-фактура №1482; ТТН №249; назнач.: оплата поставки; дата/время проводки 24.08.2025 19:48; счет-фактура №1482; ТТН №249,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-24 20:03:45,"ООО НЕОТЕК, ИНН: 1120002001","63,825.07",,"Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №696/2025 от 04.08.2025; счет-фактура №9596; ТТН №284; назнач.: оплата поставки; дата/время проводки 24.08.2025 20:03; счет-фактура №9596; ТТН №284,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-24 20:08:09,"ООО РЕГИОНАЛ ЛОГИСТИК, ИНН: 1928002809",,"181,309.77","Россельхозбанк, г. Москва (БИК: 044525100)",Оплата по договор №463/2025 от 04.08.2025; счет-фактура №1995; ТТН №693; назнач.: оплата поставки; дата/время проводки 24.08.2025 20:08; счет-фактура №1995; ТТН №693,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-24 20:21:04,"ИП ЛЕВИН Д.Б., ИНН: 8907001707","227,185.48",,"Россельхозбанк, г. Москва (БИК: 044525100)","Перечисление заработной платы, период: 08.2025; ведомость №43; дата 24.08.2025 20:21",Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-24 20:21:11,"ООО ЭКСПОРТПРО, ИНН: 5907008007",,"344,373.07","Альфа-Банк, г. Москва (БИК: 044030653)",Оплата по договор №847/2025 от 22.08.2025; счет-фактура №4861; ТТН №653; назнач.: оплата поставки; дата/время проводки 24.08.2025 20:21; счет-фактура №4861; ТТН №653,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-24 20:30:00,"ИП КОРОЛЁВ А.М., ИНН: 2332003203","236,230.20",,"Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)","Перечисление заработной платы, период: 08.2025; ведомость №43; дата 24.08.2025 20:30",Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-24 20:35:31,"ИП ЛЕВИН Д.Б., ИНН: 8907001707",,"29,999.54","Альфа-Банк, г. Москва (БИК: 044030653)","Перечисление заработной платы, период: 08.2025; ведомость №38; дата 24.08.2025 20:35",Без риска,utilities_or_salary_small,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-25 08:09:10,"ООО КОНСАЛТИНГ ПРО, ИНН: 1827002708",,"389,324.71","Россельхозбанк, г. Москва (БИК: 044525100)",Оплата по договор №142/2025 от 03.07.2025; счет-фактура №1245; ТТН №346; назнач.: оплата поставки; дата/время проводки 25.08.2025 08:09; счет-фактура №1245; ТТН №346,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-25 08:12:52,"ИП ПЕТРОВ И.А., ИНН: 5002003002","47,368.33",,"ВТБ, г. Москва, Головной офис (БИК: 040349700)","Перечисление заработной платы, период: 08.2025; ведомость №82; дата 25.08.2025 08:12",Без риска,utilities_or_salary_small,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-25 08:41:40,"ООО ПРОВАЙДЕР, ИНН: 2635003506",,"105,560.60","Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Оплата коммунальных услуг и интернет; период: 08.2025; дата/время 25.08.2025 08:41,Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-25 08:42:02,"ООО ИНЖИНЕРОВАНИЕ, ИНН: 1221002102",,"2,943,783.38","Сбербанк, г. Новосибирск, Сибирский филиал (БИК: 047501602)",Оплата по договор №165/2025 от 28.07.2025; счет-фактура №7106; ТТН №979; назнач.: оплата поставки; дата/время проводки 25.08.2025 08:42; счет-фактура №7106; ТТН №979,Высокий,very_large_amount,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-25 09:09:14,"ООО БИЗНЕСХАУС, ИНН: 1019001909",,"35,404.67","Сбербанк, г. Екатеринбург, Уральский филиал (БИК: 045004641)",Оплата коммунальных услуг и интернет; период: 08.2025; дата/время 25.08.2025 09:09,Без риска,utilities_or_salary_small,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-25 09:13:09,"ООО НЕОТЕК, ИНН: 1120002001","35,403.38",,"Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Оплата по договор №275/2025 от 15.07.2025; счет-фактура №8258; ТТН №344; назнач.: оплата поставки; дата/время проводки 25.08.2025 09:13; сопроводительные документы отсутствуют,Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
